object,count
poster,36
book,20
man,17
clothing,11
building,11
woman,8
computer monitor,8
person,7
human body,5
house,4
mammal,4
airplane,3
traffic sign,3
billboard,3
bottle,3
bus,3
punching bag,3
sports equipment,2
plant,2
car,2
wine,2
land vehicle,2
snack,1
rose,1
shirt,1
skyscraper,1
train,1
truck,1
street light,1
beer,1
watch,1
vehicle,1
toy,1
telephone,1
cattle,1
plastic bag,1
office building,1
necklace,1
mobile phone,1
boat,1
balloon,1
laptop,1
human head,1
headphones,1
golf cart,1
food,1
doll,1
convenience store,1
camera,1
computer keyboard,1
picture frame,1
