object,count
building,112
traffic sign,69
house,43
poster,36
man,20
person,16
billboard,13
clothing,10
mobile phone,8
woman,7
table,7
car,7
juice,6
human body,6
street light,6
skyscraper,5
book,5
plant,5
tablet computer,5
parking meter,4
convenience store,4
bus,3
truck,3
castle,3
laptop,2
picture frame,2
boat,2
whiteboard,2
watercraft,2
girl,2
digital clock,2
tower,1
vehicle,1
sculpture,1
ruler,1
sports uniform,1
umbrella,1
window,1
porch,1
television,1
toy,1
animal,1
palm tree,1
office building,1
bookcase,1
bottle,1
boy,1
camera,1
chair,1
coffee cup,1
computer monitor,1
flower,1
goggles,1
hat,1
helmet,1
houseplant,1
human arm,1
human nose,1
land vehicle,1
auto part,1
mammal,1
motorcycle,1
mug,1
lifejacket,1
