object,count
poster,170
book,120
building,88
man,64
clothing,61
person,53
woman,48
land vehicle,21
house,20
car,19
plant,17
bottle,17
human body,16
girl,16
convenience store,13
billboard,12
mammal,10
sports uniform,10
snack,9
shelf,9
suit,8
office building,8
boy,8
wine,7
laptop,7
computer monitor,7
window,6
drink,6
whiteboard,6
mobile phone,5
human arm,5
train,5
table,5
box,5
bus,5
toy,4
picture frame,4
spice rack,4
skyscraper,4
tower,4
furniture,4
truck,4
cocktail,4
wheel,3
tablet computer,3
dress,3
motorcycle,3
parking meter,3
tin can,3
juice,3
bookcase,3
balloon,3
auto part,3
desk,2
wall clock,2
plastic bag,2
beer,2
vehicle,2
cheese,2
food,2
shirt,2
watch,2
flower,2
alarm clock,2
jacket,2
flag,2
fast food,2
envelope,2
guitar,2
handbag,2
tent,2
home appliance,2
houseplant,2
doll,2
human face,2
sculpture,2
stairs,1
violin,1
traffic sign,1
strawberry,1
tire,1
van,1
wine rack,1
snake,1
tool,1
slow cooker,1
television,1
umbrella,1
airplane,1
sewing machine,1
canoe,1
drum,1
door,1
computer keyboard,1
coffee,1
clock,1
cart,1
camera,1
football helmet,1
calculator,1
bull,1
boat,1
bicycle wheel,1
bicycle,1
baseball glove,1
flowerpot,1
giraffe,1
scoreboard,1
musical keyboard,1
ring binder,1
reptile,1
refrigerator,1
pumpkin,1
printer,1
pen,1
monkey,1
headphones,1
lobster,1
ladder,1
jeans,1
insect,1
high heels,1
helmet,1
kitchen appliance,1
