object,count
poster,210
bottle,102
building,85
book,77
beer,48
man,41
drink,39
bus,27
house,27
person,27
car,20
tin can,19
wine,18
truck,18
clothing,16
woman,14
train,12
land vehicle,10
girl,10
plant,8
auto part,7
suit,7
van,6
cart,6
box,6
human body,6
billboard,6
mobile phone,5
mammal,5
convenience store,5
table,4
vehicle,4
office building,4
door,4
computer monitor,3
food,3
snack,3
picture frame,3
window,3
camera,3
whiteboard,3
office supplies,2
scoreboard,2
wine glass,2
mug,2
television,2
wall clock,2
airplane,2
corded phone,2
flag,2
barrel,2
human hand,2
boat,2
bookcase,2
boy,2
fashion accessory,2
coffee cup,1
taxi,1
cocktail,1
tent,1
clock,1
tool,1
toy,1
ambulance,1
chisel,1
chainsaw,1
computer keyboard,1
cabinetry,1
waste container,1
watch,1
watercraft,1
binoculars,1
backpack,1
umbrella,1
slow cooker,1
human leg,1
houseplant,1
jacket,1
jeans,1
juice,1
laptop,1
human hair,1
human face,1
human arm,1
motorcycle,1
hat,1
skyscraper,1
guitar,1
flower,1
personal care,1
fast food,1
plate,1
saucer,1
drum,1
shelf,1
human head,1
