object,count
poster,76
book,56
building,40
land vehicle,38
man,37
person,25
clothing,21
car,14
mobile phone,13
woman,11
laptop,7
boy,7
bottle,7
plant,7
bookcase,6
truck,6
mammal,6
house,5
snowplow,5
shelf,5
snack,4
drink,4
whiteboard,4
watch,3
wheel,3
human body,3
human arm,3
vehicle,3
jacket,3
bus,3
billboard,3
beer,3
computer monitor,3
auto part,2
box,2
picture frame,2
office building,2
street light,2
suit,2
table,2
tin can,2
tire,2
tool,2
knife,2
skyscraper,2
guitar,2
door,2
convenience store,2
train,2
bicycle wheel,2
bicycle,2
baked goods,1
boat,1
wine,1
backpack,1
sock,1
spice rack,1
toy,1
waste container,1
tower,1
tablet computer,1
tableware,1
telephone,1
vegetable,1
traffic sign,1
deer,1
cake,1
sculpture,1
scoreboard,1
cream,1
elephant,1
envelope,1
fast food,1
food,1
girl,1
hat,1
helicopter,1
corded phone,1
human face,1
human hand,1
human leg,1
computer keyboard,1
coin,1
coffee cup,1
chopsticks,1
microphone,1
chicken,1
motorcycle,1
mug,1
musical instrument,1
palm tree,1
camera,1
desk,1
plastic bag,1
airplane,1
