object,count
poster,53
book,30
mobile phone,8
convenience store,7
office supplies,6
car,6
whiteboard,5
laptop,5
computer monitor,4
woman,4
bottle,4
man,3
building,3
office building,3
tin can,2
bookcase,2
table,2
human body,2
person,2
flower,2
drink,2
desk,2
cassette deck,2
wine,2
snack,1
scoreboard,1
sculpture,1
window,1
wheel,1
toy,1
truck,1
vehicle,1
rose,1
watch,1
beer,1
plant,1
nightstand,1
mug,1
billboard,1
land vehicle,1
human head,1
house,1
handgun,1
food,1
coffee cup,1
clothing,1
cat,1
boot,1
mammal,1
