object,count
poster,31
book,23
clothing,22
man,21
person,18
building,17
plant,11
house,9
bottle,9
human body,7
woman,7
shelf,7
beer,7
teddy bear,6
mammal,6
boy,6
girl,5
car,5
toy,5
billboard,4
mobile phone,4
land vehicle,3
boat,3
bookcase,2
whiteboard,2
pillow,2
traffic sign,2
cattle,2
tin can,2
bicycle,1
rifle,1
rugby ball,1
sewing machine,1
sports uniform,1
stairs,1
tableware,1
drink,1
porch,1
train,1
truck,1
van,1
vehicle,1
weapon,1
window,1
wine,1
wine glass,1
bed,1
popcorn,1
envelope,1
polar bear,1
food,1
giraffe,1
desk,1
golf ball,1
grape,1
computer monitor,1
human arm,1
coffee cup,1
jacket,1
jeans,1
kitchen appliance,1
barrel,1
cocktail,1
butterfly,1
bus,1
personal care,1
picture frame,1
broccoli,1
plastic bag,1
airplane,1
