object,count
poster,83
building,50
man,44
clothing,39
billboard,26
woman,21
house,18
car,14
plant,13
book,12
land vehicle,11
person,10
traffic sign,10
girl,8
boat,7
human body,7
bus,6
truck,6
palm tree,5
mammal,5
vehicle,5
boy,5
envelope,4
shelf,4
surfboard,3
tower,3
picture frame,3
slow cooker,3
door,3
bicycle,2
mobile phone,2
skyscraper,2
sports uniform,2
oyster,2
toy,2
vehicle registration plate,2
whiteboard,2
street light,2
auto part,2
limousine,2
flag,2
bookcase,2
chair,1
tablet computer,1
coffeemaker,1
computer monitor,1
cream,1
umbrella,1
doll,1
drink,1
flower,1
tin can,1
tank,1
swimwear,1
table,1
food,1
furniture,1
golf ball,1
home appliance,1
houseplant,1
shorts,1
human face,1
human leg,1
ball,1
laptop,1
canoe,1
