object,count
poster,29
man,26
person,18
building,17
book,16
snack,12
clothing,10
woman,7
convenience store,6
house,6
car,5
bottle,5
girl,4
truck,4
auto part,3
shelf,3
drink,3
boy,3
bus,3
toy,2
bicycle,2
land vehicle,2
picture frame,2
ice cream,2
human body,2
van,2
furniture,2
footwear,2
bicycle wheel,2
sports uniform,2
wheel,2
bookcase,2
salad,1
seafood,1
tire,1
train,1
vehicle,1
skyscraper,1
plant,1
pillow,1
office building,1
table,1
whiteboard,1
airplane,1
mobile phone,1
lantern,1
baked goods,1
billboard,1
boat,1
box,1
cake,1
cannon,1
canoe,1
christmas tree,1
computer monitor,1
corded phone,1
dinosaur,1
door,1
elephant,1
fashion accessory,1
fast food,1
flag,1
hat,1
human face,1
jacket,1
guitar,1
