object,count
truck,58
land vehicle,23
poster,22
car,14
building,11
van,8
person,8
vehicle,7
man,6
bus,6
clothing,6
vehicle registration plate,5
auto part,5
bull,4
tire,4
house,4
wheel,4
human face,3
billboard,3
book,3
boy,2
convenience store,2
human body,2
shelf,2
plant,2
bottle,2
toy,2
television,1
tin can,1
boat,1
traffic sign,1
street light,1
bicycle,1
wine,1
sunglasses,1
bookcase,1
spice rack,1
snack,1
cattle,1
picture frame,1
personal care,1
office building,1
mobile phone,1
beer,1
mammal,1
box,1
human arm,1
dress,1
woman,1
