object,count
poster,88
clothing,76
man,59
woman,56
building,52
person,34
car,26
book,23
convenience store,22
girl,16
human body,12
house,12
computer monitor,11
billboard,10
mobile phone,9
land vehicle,9
snack,7
bus,7
boat,6
boy,6
mammal,5
tent,5
whiteboard,5
furniture,5
truck,4
toy,4
laptop,4
jacket,4
plant,4
flag,3
bottle,3
telephone,3
washing machine,2
table,2
wine,2
shelf,2
tin can,2
flower,2
vehicle registration plate,2
camera,2
spice rack,2
van,2
door,2
desk,2
window,2
corded phone,2
tire,1
wheel,1
sports uniform,1
stairs,1
suit,1
watch,1
taxi,1
tablet computer,1
vehicle,1
television,1
traffic sign,1
tomato,1
waste container,1
ambulance,1
sculpture,1
scissors,1
beer,1
calculator,1
canoe,1
cart,1
cat,1
chair,1
coffee table,1
computer keyboard,1
cosmetics,1
envelope,1
fashion accessory,1
helmet,1
high heels,1
human arm,1
human face,1
ipod,1
jeans,1
auto part,1
office supplies,1
parking meter,1
piano,1
porch,1
rhinoceros,1
luggage and bags,1
