object,count
poster,83
person,35
book,29
building,28
computer monitor,23
whiteboard,22
mobile phone,16
man,15
laptop,14
office building,10
calculator,10
clothing,10
woman,7
plant,5
mammal,5
car,5
bookcase,4
watch,4
furniture,4
girl,4
suit,4
human body,3
musical instrument,3
scale,3
convenience store,3
camera,3
television,3
tablet computer,3
table,2
stretcher,2
stethoscope,2
tin can,2
personal care,2
house,2
billboard,1
musical keyboard,1
digital clock,1
drink,1
vehicle registration plate,1
vehicle,1
truck,1
toy,1
tool,1
envelope,1
food,1
human arm,1
human hand,1
jacket,1
land vehicle,1
sports uniform,1
shelf,1
chair,1
remote control,1
bottle,1
box,1
picture frame,1
corded phone,1
bull,1
office supplies,1
cake,1
bicycle,1
