object,count
poster,50
book,24
man,9
clothing,9
building,8
convenience store,6
computer monitor,6
woman,5
person,4
girl,4
box,4
house,3
fax,3
car,3
bookcase,2
mammal,2
whiteboard,2
canoe,2
snack,2
shelf,2
sheep,1
plant,1
porch,1
window,1
scoreboard,1
vehicle,1
tableware,1
submarine,1
suit,1
tin can,1
table,1
watercraft,1
animal,1
office supplies,1
laptop,1
billboard,1
boat,1
boy,1
camera,1
chair,1
coin,1
computer keyboard,1
dog,1
guitar,1
human body,1
human face,1
balloon,1
human hand,1
human head,1
land vehicle,1
human hair,1
