object,count
poster,44
building,18
man,17
clothing,17
book,15
person,12
plant,11
car,9
woman,8
computer monitor,6
laptop,5
billboard,4
house,4
tablet computer,3
mobile phone,3
whiteboard,3
bus,3
table,3
suit,3
calculator,2
office supplies,2
land vehicle,2
ring binder,2
guitar,2
footwear,2
boy,2
dress,2
television,2
traffic sign,2
truck,2
sports equipment,1
sofa bed,1
skyscraper,1
sewing machine,1
teddy bear,1
polar bear,1
plastic bag,1
van,1
vehicle,1
animal,1
office building,1
fire hydrant,1
beer,1
camera,1
cat,1
cattle,1
chair,1
desk,1
door,1
food,1
musical instrument,1
furniture,1
girl,1
human arm,1
human body,1
human face,1
balloon,1
jeans,1
jacket,1
