object,count
poster,27
boat,25
canoe,17
building,14
clothing,9
man,9
book,7
sports equipment,6
person,6
truck,5
computer monitor,5
billboard,5
woman,5
paddle,4
vehicle,3
train,3
swimwear,3
girl,3
house,3
land vehicle,3
vehicle registration plate,2
bicycle,2
watercraft,2
plant,2
zebra,2
human body,2
fashion accessory,2
boy,2
bus,2
mammal,2
picture frame,1
clock,1
bicycle wheel,1
whiteboard,1
wheel,1
bookcase,1
watch,1
van,1
toy,1
drink,1
tire,1
television,1
tablet computer,1
table,1
suit,1
furniture,1
shelf,1
animal,1
