object,count
building,173
poster,94
house,72
man,31
billboard,26
book,20
person,19
clothing,16
woman,11
car,11
window,11
mobile phone,10
truck,9
door,9
television,8
box,7
land vehicle,7
convenience store,6
shelf,5
laptop,5
traffic sign,5
bus,5
bookcase,5
plant,5
girl,3
tower,3
envelope,3
van,3
vehicle,3
table,2
suit,2
sombrero,2
whiteboard,2
snack,2
auto part,2
office supplies,2
boat,2
office building,2
mug,2
coffee cup,2
computer monitor,2
human body,2
flag,2
picture frame,1
food,1
closet,1
wheel,1
desk,1
toy,1
human arm,1
tent,1
palm tree,1
suitcase,1
human face,1
mammal,1
scoreboard,1
scale,1
remote control,1
motorcycle,1
