object,count
bus,105
poster,76
building,50
book,32
man,15
billboard,14
person,12
woman,11
clothing,10
mobile phone,8
whiteboard,7
shelf,7
land vehicle,7
bookcase,6
house,6
auto part,5
girl,5
van,4
human body,4
traffic sign,4
dress,4
car,3
office building,2
suit,2
fashion accessory,2
table,2
tablet computer,2
computer monitor,2
vehicle,2
tableware,1
television,1
toy,1
truck,1
snack,1
slow cooker,1
wine,1
skyscraper,1
airplane,1
sculpture,1
picture frame,1
office supplies,1
mug,1
human arm,1
headphones,1
fruit,1
flower,1
dessert,1
convenience store,1
coffee cup,1
boy,1
box,1
bottle,1
bird,1
mammal,1
