object,count
poster,98
book,73
clothing,40
man,34
woman,28
person,22
building,20
mobile phone,8
laptop,6
plant,6
girl,5
billboard,4
suit,4
office building,4
whiteboard,4
television,3
picture frame,3
measuring cup,3
furniture,3
land vehicle,3
human body,3
beaker,3
computer monitor,2
mammal,2
shelf,1
tower,1
tin can,1
shirt,1
stairs,1
stop sign,1
syringe,1
table,1
sports uniform,1
balloon,1
jacket,1
dress,1
bookcase,1
bus,1
car,1
chair,1
desk,1
doll,1
flag,1
human head,1
flowerpot,1
food,1
house,1
houseplant,1
human hair,1
human hand,1
ipod,1
