object,count
poster,76
car,54
man,35
book,33
building,32
billboard,31
woman,20
traffic sign,18
clothing,13
land vehicle,13
house,11
person,11
truck,11
laptop,10
bottle,9
mobile phone,9
bus,8
wheelchair,8
computer monitor,8
auto part,7
camera,7
girl,6
plant,5
van,5
vehicle,4
boy,4
bicycle,4
watch,3
washing machine,3
tire,3
drink,3
wine,3
computer keyboard,2
shelf,2
tin can,2
tent,2
table,2
wheel,2
skyscraper,2
rose,2
jacket,2
box,2
whiteboard,2
bicycle wheel,2
suit,2
window,1
vehicle registration plate,1
bookcase,1
train,1
fashion accessory,1
toy,1
tank,1
suitcase,1
fountain,1
street light,1
sports uniform,1
scoreboard,1
cart,1
luggage and bags,1
desk,1
drill,1
human body,1
human arm,1
office supplies,1
