object,count
man,231
poster,98
clothing,82
woman,78
book,44
building,41
person,26
sports uniform,25
human body,12
billboard,9
house,8
convenience store,7
girl,6
van,5
mammal,4
shelf,4
plant,4
computer monitor,3
truck,3
window,3
land vehicle,3
car,3
table,3
food,2
bookcase,2
mobile phone,2
whiteboard,2
vehicle,2
camera,2
envelope,2
laptop,2
sandwich,1
tank,1
refrigerator,1
suit,1
skyscraper,1
television,1
umbrella,1
platter,1
tent,1
street light,1
tablet computer,1
balloon,1
picture frame,1
office building,1
boat,1
bottle,1
boy,1
cannon,1
cassette deck,1
cattle,1
christmas tree,1
corded phone,1
curtain,1
dairy,1
door,1
dress,1
fast food,1
human hand,1
ipod,1
bicycle helmet,1
luggage and bags,1
jacket,1
