object,count
poster,96
building,72
man,57
clothing,55
woman,39
book,34
person,27
house,19
billboard,18
convenience store,17
car,14
plant,12
girl,11
bottle,10
box,8
whiteboard,7
truck,6
personal care,6
auto part,5
human body,5
mobile phone,5
drink,4
furniture,4
boy,4
van,4
mammal,4
skyscraper,4
land vehicle,3
washing machine,3
office supplies,3
picture frame,3
watch,3
shelf,3
suit,3
table,3
human arm,3
ambulance,3
bookcase,3
horse,2
office building,2
beer,2
waste container,2
toy,2
tower,2
tin can,2
snack,2
computer keyboard,2
computer monitor,2
cream,2
cat,2
jacket,2
door,2
guitar,2
mug,1
human face,1
giraffe,1
traffic sign,1
train,1
bus,1
boat,1
vehicle registration plate,1
television,1
handgun,1
baked goods,1
window,1
wine,1
kitchen appliance,1
cake,1
dinosaur,1
camera,1
stairs,1
sports uniform,1
food,1
cart,1
skull,1
helicopter,1
sculpture,1
saucer,1
chair,1
coffee cup,1
flag,1
cosmetics,1
medical equipment,1
human hair,1
