object,count
poster,68
building,25
book,20
clothing,19
man,15
juice,10
woman,10
bottle,8
van,7
car,6
office supplies,6
land vehicle,5
banjo,4
plant,4
laptop,4
person,4
truck,3
television,3
shelf,2
mammal,2
tablet computer,2
bicycle,2
table,2
billboard,2
wheel,2
girl,2
snack,1
skateboard,1
bookcase,1
tower,1
tripod,1
vehicle,1
vehicle registration plate,1
weapon,1
whiteboard,1
tire,1
office building,1
ring binder,1
house,1
box,1
bird,1
coffeemaker,1
computer monitor,1
digital clock,1
drum,1
human arm,1
picture frame,1
human body,1
jeans,1
bicycle wheel,1
knife,1
motorcycle,1
musical instrument,1
auto part,1
