object,count
poster,49
building,23
book,19
man,14
billboard,9
house,9
car,8
clothing,8
truck,8
boy,7
sports uniform,5
tin can,5
traffic sign,4
person,4
airplane,4
whiteboard,4
plant,3
door,3
land vehicle,3
van,3
computer monitor,2
vehicle registration plate,2
skyscraper,2
boat,2
human face,2
table,2
umbrella,2
tower,2
toy,2
vehicle,1
tablet computer,1
television,1
shelf,1
wall clock,1
accordion,1
picture frame,1
mug,1
auto part,1
bench,1
bookcase,1
box,1
chair,1
coffee cup,1
convenience store,1
doll,1
drink,1
footwear,1
furniture,1
hat,1
human body,1
laptop,1
mammal,1
ipod,1
