object,count
snack,154
man,114
poster,81
person,79
clothing,61
horse,55
tin can,51
bottle,44
building,43
woman,34
food,28
drink,23
book,22
box,17
land vehicle,14
plant,13
beer,13
boy,11
dairy,11
car,10
fast food,10
wine,9
sports uniform,9
human body,9
girl,8
dessert,8
mammal,8
baked goods,7
computer monitor,7
mobile phone,7
toy,7
bus,7
shelf,7
billboard,6
table,5
house,5
candy,5
whiteboard,4
auto part,4
door,4
cosmetics,3
cookie,3
convenience store,3
television,3
office supplies,3
doll,3
vehicle,3
waffle,3
suit,3
popcorn,3
spice rack,3
personal care,2
jeans,2
strawberry,2
bookcase,2
cake,2
skyscraper,2
bicycle,2
juice,2
plastic bag,2
train,2
truck,2
window,2
flower,2
vegetable,2
human face,2
human hand,2
tower,1
wheel,1
balloon,1
carnivore,1
tree house,1
barrel,1
stairs,1
watermelon,1
bicycle wheel,1
waste container,1
sunglasses,1
chair,1
taxi,1
umbrella,1
tent,1
shorts,1
fashion accessory,1
sculpture,1
saxophone,1
fedora,1
flag,1
dress,1
footwear,1
french fries,1
goggles,1
hamburger,1
helmet,1
dog,1
human arm,1
cupboard,1
cowboy hat,1
ipod,1
lipstick,1
computer keyboard,1
motorcycle,1
mug,1
office building,1
palm tree,1
pen,1
cocktail,1
pizza,1
clock,1
drum,1
cheese,1
refrigerator,1
ruler,1
ice cream,1
