object,count
poster,66
man,35
clothing,22
woman,20
book,20
building,16
person,14
car,6
girl,5
mobile phone,5
mammal,4
billboard,4
convenience store,4
tin can,4
house,4
food,4
bottle,4
drink,3
laptop,3
human body,3
plant,2
scoreboard,2
shelf,2
bookcase,2
television,2
piano,2
truck,2
whiteboard,2
taxi,2
tent,1
toy,1
pumpkin,1
printer,1
window,1
wine,1
waste container,1
plastic bag,1
wheelchair,1
airplane,1
pen,1
cosmetics,1
balloon,1
beer,1
boat,1
box,1
boy,1
camera,1
chair,1
doll,1
panda,1
fashion accessory,1
fruit,1
harpsichord,1
hat,1
jacket,1
animal,1
microwave oven,1
land vehicle,1
