object,count
building,95
poster,83
bus,47
man,27
book,25
person,21
train,20
house,14
car,14
plant,12
woman,10
clothing,9
land vehicle,8
bottle,8
traffic sign,6
truck,6
wine,6
billboard,6
sports uniform,5
boy,5
picture frame,4
van,3
scoreboard,3
furniture,3
table,3
shelf,2
wall clock,2
window,2
snack,2
office building,2
tower,2
musical instrument,2
airplane,2
human head,2
human body,2
girl,2
clock,2
auto part,2
convenience store,2
mobile phone,1
toy,1
beer,1
boat,1
whiteboard,1
bookcase,1
vehicle,1
castle,1
umbrella,1
computer monitor,1
dress,1
dessert,1
tablet computer,1
fast food,1
sports equipment,1
food,1
skyscraper,1
football helmet,1
home appliance,1
porch,1
human hair,1
insect,1
mammal,1
