object,count
poster,59
building,38
book,26
man,19
person,18
mobile phone,13
parking meter,13
clothing,12
woman,11
convenience store,10
envelope,8
corded phone,8
camera,7
billboard,7
girl,6
house,6
plant,5
land vehicle,4
computer monitor,3
table,3
box,3
whiteboard,3
car,3
taxi,2
vehicle,2
remote control,2
human hand,2
human face,2
truck,2
human body,2
furniture,2
fax,2
toy,1
shelf,1
snack,1
candy,1
cabinetry,1
television,1
tent,1
high heels,1
scoreboard,1
van,1
vegetable,1
bookcase,1
watch,1
boat,1
bus,1
coffee cup,1
chair,1
computer keyboard,1
picnic basket,1
cosmetics,1
desk,1
mug,1
dinosaur,1
dress,1
mammal,1
laptop,1
jeans,1
human leg,1
flower,1
food,1
balloon,1
