object,count
poster,62
book,61
building,22
man,12
house,10
boat,9
plant,8
person,7
bookcase,7
bus,6
shelf,6
clothing,6
woman,6
car,5
bottle,5
table,3
billboard,3
jacket,2
wine,2
window,2
sports uniform,2
watercraft,2
barrel,2
truck,2
human face,2
waste container,1
tin can,1
tower,1
train,1
skyscraper,1
vehicle,1
tablet computer,1
balloon,1
rose,1
picture frame,1
office supplies,1
mobile phone,1
ipod,1
food,1
filing cabinet,1
drawer,1
computer monitor,1
coin,1
boy,1
bicycle,1
beer,1
baseball glove,1
land vehicle,1
