object,count
poster,59
person,30
man,26
clothing,23
building,20
snack,18
book,17
woman,11
bottle,8
traffic sign,7
girl,6
bookcase,5
shelf,5
billboard,4
land vehicle,4
house,4
convenience store,4
toy,4
car,4
cart,3
candy,3
drink,3
wine,3
box,3
window,3
television,2
boy,2
suit,2
baked goods,2
picture frame,2
table,2
mobile phone,2
goggles,2
popcorn,2
whiteboard,2
sports uniform,1
truck,1
suitcase,1
tablet computer,1
wheel,1
vehicle,1
tire,1
sunglasses,1
auto part,1
plant,1
office building,1
ball,1
balloon,1
beer,1
cabinetry,1
camera,1
cat,1
computer monitor,1
dairy,1
fashion accessory,1
glasses,1
houseplant,1
human body,1
human face,1
human head,1
kitchen appliance,1
human hair,1
