object,count
poster,29
man,19
book,19
building,16
clothing,14
person,12
house,7
car,6
woman,5
bus,4
billboard,4
boy,3
drink,3
bottle,3
girl,3
box,2
office building,2
mobile phone,2
human body,2
television,2
table,2
computer monitor,2
tent,1
vehicle registration plate,1
sculpture,1
shelf,1
shorts,1
window,1
skyscraper,1
wall clock,1
snack,1
tin can,1
sports uniform,1
street light,1
suit,1
toy,1
tower,1
balloon,1
reptile,1
parachute,1
plastic bag,1
plant,1
chair,1
clock,1
bird,1
coffee,1
coin,1
convenience store,1
flag,1
food,1
handbag,1
human hand,1
land vehicle,1
mammal,1
airplane,1
office supplies,1
parrot,1
bed,1
picture frame,1
aircraft,1
