object,count
poster,135
building,93
man,89
book,73
person,69
clothing,55
woman,39
car,26
girl,19
bottle,19
house,18
human body,18
plant,14
land vehicle,13
convenience store,12
drink,12
mammal,11
billboard,11
bookcase,10
shelf,10
boy,9
bus,9
auto part,8
wine,7
window,7
laptop,7
computer monitor,7
table,6
snack,6
mobile phone,6
suit,6
human face,6
box,6
computer keyboard,5
dress,5
fashion accessory,5
motorcycle,5
barrel,5
picture frame,4
wall clock,4
sports uniform,4
bicycle,4
whiteboard,4
television,3
human arm,3
human hair,3
furniture,3
rifle,3
skyscraper,3
toy,3
office building,3
office supplies,3
van,3
vehicle,3
watch,3
sculpture,3
camera,3
shotgun,2
musical instrument,2
airplane,2
street light,2
shirt,2
plastic bag,2
personal care,2
fruit,2
tower,2
curtain,2
door,2
umbrella,2
truck,2
wheel,2
train,2
clock,2
flowerpot,2
desk,2
wine rack,2
boat,2
beer,2
goggles,2
guitar,2
tin can,2
scoreboard,1
vehicle registration plate,1
roller skates,1
suitcase,1
tripod,1
vegetable,1
tablet computer,1
sink,1
traffic sign,1
reptile,1
towel,1
spider,1
tool,1
tire,1
aircraft,1
ladder,1
remote control,1
couch,1
flag,1
fedora,1
fax,1
fast food,1
facial tissue holder,1
envelope,1
doll,1
dairy,1
corded phone,1
refrigerator,1
coffee cup,1
coffee,1
cocktail,1
coat,1
cattle,1
cannon,1
calculator,1
banana,1
footwear,1
glasses,1
glove,1
handgun,1
plate,1
pillow,1
pig,1
palm tree,1
mule,1
mug,1
microwave oven,1
lily,1
lighthouse,1
juice,1
jeans,1
jacket,1
insect,1
human leg,1
human head,1
houseplant,1
horse,1
wood-burning stove,1
