object,count
clothing,12
person,12
poster,11
man,10
woman,8
book,8
building,6
bottle,5
girl,4
whiteboard,3
convenience store,3
mammal,3
house,2
wine,2
plant,2
jacket,2
land vehicle,2
guitar,2
boy,2
coin,2
furniture,2
television,1
skyscraper,1
sports uniform,1
sunglasses,1
tablet computer,1
tank,1
home appliance,1
sink,1
toy,1
truck,1
van,1
watercraft,1
cannon,1
tie,1
car,1
rabbit,1
piano,1
computer monitor,1
office supplies,1
office building,1
musical keyboard,1
door,1
drink,1
flag,1
juice,1
human leg,1
human face,1
human body,1
human arm,1
airplane,1
