object,count
poster,55
man,18
clothing,17
woman,14
person,12
book,8
building,8
girl,6
convenience store,6
billboard,6
car,5
whiteboard,4
boy,3
food,3
snack,3
shelf,3
laptop,3
calculator,2
land vehicle,2
truck,2
traffic sign,2
bookcase,2
mobile phone,2
human hand,2
bus,2
house,2
handgun,2
ipod,1
scoreboard,1
computer monitor,1
drill,1
toy,1
towel,1
tent,1
swimming pool,1
stairs,1
box,1
rifle,1
bird,1
boat,1
plant,1
piano,1
organ,1
musical keyboard,1
human arm,1
bottle,1
mammal,1
human body,1
jacket,1
