object,count
man,99
clothing,87
poster,41
woman,40
person,36
human body,12
building,11
mammal,9
book,8
land vehicle,6
boy,6
shelf,5
girl,5
car,4
billboard,4
bookcase,4
plant,4
suit,4
jacket,3
van,2
truck,2
picture frame,2
shirt,2
whiteboard,2
television,2
laptop,2
tank,2
human leg,2
house,2
boot,2
hat,2
furniture,2
door,2
computer monitor,2
animal,1
tent,1
window,1
wall clock,1
bus,1
umbrella,1
camera,1
tower,1
tie,1
corded phone,1
computer keyboard,1
human hair,1
curtain,1
fashion accessory,1
food,1
palm tree,1
office building,1
human face,1
aircraft,1
