object,count
poster,125
clothing,53
man,45
building,36
woman,34
person,32
book,24
girl,13
snack,10
human body,9
office supplies,9
billboard,8
mammal,7
plant,6
house,5
truck,5
whiteboard,5
table,4
tablet computer,4
boy,4
dress,4
toy,3
box,3
bus,3
convenience store,3
boat,3
mobile phone,3
window,3
office building,2
shelf,2
skyscraper,2
car,2
suit,2
television,2
tin can,2
street light,1
wheelchair,1
pumpkin,1
taxi,1
picture frame,1
traffic sign,1
van,1
vehicle,1
tent,1
airplane,1
laptop,1
jeans,1
bottle,1
cake,1
cart,1
chair,1
cheese,1
christmas tree,1
cosmetics,1
doll,1
door,1
drink,1
envelope,1
fast food,1
flag,1
flower,1
golf cart,1
hat,1
human arm,1
human face,1
bicycle,1
human head,1
human leg,1
human hand,1
