object,count
poster,61
building,32
book,28
bottle,20
man,18
person,17
boat,13
clothing,11
beer,11
house,7
bus,7
car,6
train,5
tin can,5
plant,5
drink,5
woman,5
land vehicle,4
table,4
snack,4
window,3
watercraft,3
sports uniform,3
billboard,3
wine,3
convenience store,3
van,2
traffic sign,2
vegetable,2
mobile phone,2
balloon,2
bookcase,2
girl,2
vehicle registration plate,2
auto part,1
shelf,1
tank,1
tablet computer,1
vehicle,1
snowmobile,1
toy,1
rose,1
sculpture,1
sandwich,1
bull,1
flowerpot,1
food,1
furniture,1
boy,1
houseplant,1
human body,1
human face,1
ipod,1
airplane,1
motorcycle,1
parachute,1
box,1
polar bear,1
cookie,1
aircraft,1
