object,count
stop sign,312
poster,197
building,186
man,181
clothing,181
bus,117
person,115
woman,115
traffic sign,61
house,60
book,48
car,37
land vehicle,35
billboard,33
girl,28
train,18
computer monitor,16
truck,16
mobile phone,14
van,14
mammal,14
vehicle,13
plant,12
auto part,11
remote control,10
human body,10
street light,8
skyscraper,7
watch,7
human face,7
camera,7
bookcase,7
toy,7
convenience store,6
table,6
jacket,6
boy,6
office supplies,5
door,5
television,5
flag,4
flower,4
shelf,4
bicycle,4
tower,4
picture frame,4
tent,4
office building,4
palm tree,4
window,4
motorcycle,3
microwave oven,3
human hair,3
tablet computer,3
snack,3
airplane,3
laptop,3
digital clock,3
boat,3
cassette deck,2
dress,2
sewing machine,2
computer keyboard,2
suit,2
cat,2
tin can,2
flowerpot,2
toaster,2
calculator,2
box,2
bottle,2
wheel,2
whiteboard,2
fashion accessory,2
human head,2
home appliance,2
human arm,2
helmet,1
handbag,1
helicopter,1
tire,1
mechanical fan,1
maple,1
cake,1
traffic light,1
bronze sculpture,1
food,1
telephone,1
animal,1
beer,1
wall clock,1
waste container,1
barrel,1
houseplant,1
backpack,1
wine,1
goggles,1
taxi,1
oven,1
cattle,1
food processor,1
plastic bag,1
dog,1
printer,1
furniture,1
scoreboard,1
mule,1
corded phone,1
shirt,1
mug,1
coffeemaker,1
ipod,1
stairs,1
coffee cup,1
coat,1
muffin,1
sunglasses,1
surfboard,1
cheese,1
sports uniform,1
