object,count
poster,48
book,17
clothing,14
man,12
camera,11
person,10
truck,10
car,7
building,6
land vehicle,6
box,5
computer monitor,3
vehicle,3
bus,3
human body,3
mammal,3
human face,2
plant,2
shelf,2
bookcase,2
sunglasses,1
window,1
snack,1
suit,1
whiteboard,1
swimwear,1
tie,1
wheel,1
traffic sign,1
train,1
vehicle registration plate,1
tire,1
auto part,1
office supplies,1
laptop,1
baked goods,1
lamp,1
infant bed,1
guitar,1
girl,1
furniture,1
eraser,1
convenience store,1
coffee cup,1
cake,1
boy,1
billboard,1
woman,1
