object,count
woman,61
man,46
poster,37
building,32
person,25
clothing,24
bicycle,18
book,12
girl,10
suit,9
dress,8
human body,7
mammal,5
airplane,5
car,5
billboard,5
bookcase,4
boat,4
skyscraper,3
house,3
jacket,3
land vehicle,3
vehicle,3
shelf,2
wheelchair,2
van,2
train,2
tower,2
television,2
table,2
sports uniform,2
sports equipment,2
boy,2
bottle,2
plant,2
bicycle wheel,2
sculpture,1
truck,1
window,1
whiteboard,1
bus,1
wheel,1
watercraft,1
beer,1
food,1
taxi,1
ring binder,1
footwear,1
scarf,1
horse,1
snack,1
glasses,1
