object,count
book,59
man,58
poster,57
building,50
clothing,27
person,25
woman,16
billboard,16
house,14
bus,12
boat,11
traffic sign,10
sports uniform,10
pen,8
boy,7
plant,7
mammal,7
television,7
whiteboard,5
car,4
skyscraper,4
bottle,4
mobile phone,4
human body,3
shelf,3
van,3
convenience store,3
window,3
motorcycle,3
picture frame,2
drink,2
tin can,2
dessert,2
girl,2
office supplies,2
computer monitor,2
human face,2
camera,2
auto part,2
bookcase,2
sports equipment,2
wine,2
airplane,1
street light,1
suit,1
suitcase,1
tablet computer,1
tower,1
truck,1
vehicle,1
willow,1
tire,1
land vehicle,1
ruler,1
pastry,1
balloon,1
bicycle,1
bicycle wheel,1
billiard table,1
bread,1
clock,1
cosmetics,1
countertop,1
dog,1
door,1
dress,1
drum,1
flag,1
helicopter,1
jacket,1
lighthouse,1
office building,1
wrench,1
