object,count
poster,35
book,29
calculator,16
man,15
building,13
mobile phone,13
shelf,9
traffic sign,7
vehicle,6
clothing,6
office supplies,5
remote control,5
laptop,4
billboard,4
camera,4
beer,4
computer keyboard,4
ambulance,4
airplane,4
plant,4
microwave oven,3
personal care,3
land vehicle,3
woman,3
bottle,3
bookcase,3
bus,3
car,3
computer monitor,3
boat,2
oven,2
truck,2
person,2
chair,2
sports uniform,2
tablet computer,2
television,2
corded phone,2
picture frame,2
door,2
convenience store,2
window,1
plastic bag,1
whiteboard,1
watercraft,1
scoreboard,1
tin can,1
train,1
van,1
aircraft,1
kettle,1
drink,1
binoculars,1
boy,1
cat,1
cream,1
digital clock,1
dog,1
flag,1
human body,1
furniture,1
girl,1
helicopter,1
home appliance,1
houseplant,1
human arm,1
house,1
