object,count
poster,80
building,22
book,20
man,13
person,8
car,8
clothing,6
billboard,6
vehicle,6
woman,4
whiteboard,4
plant,3
land vehicle,3
bottle,3
box,2
mobile phone,2
bus,2
snack,2
street light,2
sculpture,1
skyscraper,1
swimming pool,1
table,1
television,1
tool,1
train,1
boat,1
vehicle registration plate,1
bicycle,1
wine,1
refrigerator,1
cattle,1
computer monitor,1
boy,1
office building,1
mammal,1
laptop,1
animal,1
human head,1
human face,1
human body,1
house,1
girl,1
drink,1
door,1
desk,1
airplane,1
