object,count
poster,68
book,45
man,19
building,18
person,16
clothing,15
bottle,9
boat,6
woman,6
beer,5
car,5
land vehicle,5
boy,4
drink,4
auto part,3
wine,3
watch,3
table,3
truck,2
jacket,2
mug,2
mixer,2
van,2
television,2
bookcase,2
picture frame,2
punching bag,2
house,2
furniture,2
computer monitor,2
bicycle,2
cassette deck,2
clock,2
vehicle,2
coffee cup,2
envelope,2
tire,1
tower,1
tin can,1
whisk,1
toy,1
window,1
table tennis racket,1
skyscraper,1
shirt,1
wheel,1
shelf,1
scale,1
rifle,1
blender,1
balloon,1
plastic bag,1
billboard,1
chair,1
door,1
fashion accessory,1
food,1
food processor,1
girl,1
human body,1
juice,1
laptop,1
mammal,1
mechanical fan,1
mobile phone,1
necklace,1
office building,1
panda,1
bed,1
pig,1
plant,1
aircraft,1
