object,count
poster,58
book,45
computer monitor,20
whiteboard,17
building,16
man,14
clothing,13
woman,10
bottle,9
person,8
car,7
laptop,6
mobile phone,5
drink,5
plant,5
bus,4
tablet computer,4
house,4
shelf,4
tin can,3
boy,3
office building,2
television,2
skyscraper,2
snack,2
truck,2
wine,2
mammal,2
land vehicle,2
billboard,2
human body,2
girl,2
envelope,2
football helmet,1
bookcase,1
cabinetry,1
chair,1
computer keyboard,1
desk,1
taxi,1
digital clock,1
table,1
shirt,1
skull,1
kitchen appliance,1
guitar,1
headphones,1
picture frame,1
home appliance,1
office supplies,1
human arm,1
mug,1
motorcycle,1
beer,1
