object,count
poster,64
book,54
man,31
clothing,26
person,21
building,15
traffic sign,11
bookcase,11
shelf,10
plant,10
land vehicle,5
truck,4
woman,4
bottle,4
house,3
car,3
human body,3
billboard,2
van,2
human face,2
waste container,2
whiteboard,2
convenience store,2
drink,2
computer monitor,2
watercraft,1
tower,1
tablet computer,1
telephone,1
wine rack,1
television,1
train,1
toy,1
beer,1
vehicle registration plate,1
table,1
wine,1
chair,1
picture frame,1
swimming pool,1
mammal,1
coffee cup,1
dog,1
door,1
footwear,1
human head,1
camera,1
baked goods,1
boy,1
medical equipment,1
mug,1
office building,1
cake,1
piano,1
bus,1
airplane,1
