object,count
poster,115
book,29
man,25
clothing,25
person,24
building,18
car,16
laptop,15
woman,12
office building,10
billboard,10
land vehicle,10
whiteboard,10
house,8
computer monitor,7
mobile phone,6
table,5
office supplies,5
plant,5
furniture,5
bottle,5
airplane,4
beer,3
bookcase,3
television,3
human body,3
picture frame,2
helmet,2
shelf,2
human head,2
fish,2
taxi,2
vehicle,2
girl,2
sports equipment,2
window,2
toy,2
traffic sign,2
guitar,2
bus,2
wine,1
wheelchair,1
truck,1
umbrella,1
tablet computer,1
tower,1
toilet,1
tent,1
suit,1
adhesive tape,1
snack,1
convenience store,1
animal,1
auto part,1
bicycle wheel,1
box,1
cake,1
cheese,1
coin,1
doll,1
skyscraper,1
drink,1
fashion accessory,1
fast food,1
flag,1
hat,1
pen,1
pizza,1
jacket,1
