object,count
poster,58
woman,47
clothing,31
man,24
person,21
book,18
car,17
girl,9
building,7
boat,7
bicycle,7
wheel,6
billboard,5
scoreboard,5
tire,4
land vehicle,4
bicycle wheel,4
human body,4
mammal,4
boy,3
television,3
motorcycle,3
truck,2
plant,2
vehicle,2
animal,2
human face,2
human hand,1
table,1
whiteboard,1
backpack,1
beer,1
bookcase,1
toy,1
tower,1
bottle,1
convenience store,1
taxi,1
sports uniform,1
auto part,1
sculpture,1
drum,1
salad,1
fashion accessory,1
glasses,1
hiking equipment,1
office building,1
horse,1
human hair,1
