object,count
building,120
poster,106
bottle,74
wine,43
man,40
book,29
woman,26
clothing,25
bus,16
house,16
drink,15
car,15
beer,13
billboard,13
person,12
land vehicle,11
skyscraper,11
convenience store,9
girl,8
human body,8
bicycle,6
shelf,6
traffic sign,6
picture frame,5
boat,5
tin can,5
mobile phone,4
snack,4
television,4
boy,4
vehicle registration plate,4
train,4
tent,3
box,3
plant,3
window,3
bookcase,3
wheel,3
vehicle,3
tower,3
tire,3
bicycle wheel,3
hat,3
sports uniform,2
suit,2
rose,2
wine rack,2
airplane,2
dress,2
human hand,2
cart,2
cocktail,2
computer monitor,2
fountain,2
mammal,2
auto part,2
ipod,1
jacket,1
bed,1
clock,1
whiteboard,1
sculpture,1
watercraft,1
watch,1
coffee cup,1
coin,1
van,1
truck,1
sea turtle,1
curtain,1
toy,1
door,1
tortoise,1
mug,1
flower,1
lifejacket,1
human arm,1
table,1
swimming pool,1
sunglasses,1
human face,1
street light,1
palm tree,1
