object,count
poster,28
book,17
building,10
clothing,10
woman,9
convenience store,8
land vehicle,7
plant,6
person,6
man,6
billboard,4
house,4
girl,4
shelf,3
vegetable,3
whiteboard,3
snack,2
bottle,2
human face,2
mobile phone,2
drink,2
dress,2
computer monitor,2
car,2
houseplant,2
vehicle,1
sculpture,1
truck,1
wheel,1
toy,1
tin can,1
tablet computer,1
suitcase,1
street light,1
wine,1
skull,1
boy,1
pumpkin,1
bench,1
plastic bag,1
picture frame,1
laptop,1
beer,1
ipod,1
human hand,1
human body,1
high heels,1
flower,1
fast food,1
bookcase,1
bus,1
auto part,1
