object,count
poster,52
man,25
mobile phone,22
book,21
clothing,20
person,18
woman,11
building,10
computer monitor,6
bookcase,5
television,5
boy,5
tablet computer,5
billboard,4
mammal,4
human body,4
car,4
table,3
shelf,3
whiteboard,3
girl,3
land vehicle,3
auto part,2
scoreboard,2
skyscraper,2
suit,2
laptop,2
camera,2
bottle,2
flower,2
drink,2
dress,2
plate,1
toy,1
umbrella,1
van,1
sports uniform,1
shotgun,1
window,1
bus,1
dog,1
plant,1
picture frame,1
doll,1
mug,1
christmas tree,1
coffee cup,1
convenience store,1
human face,1
desk,1
human arm,1
houseplant,1
house,1
guitar,1
flowerpot,1
fedora,1
office building,1
