object,count
wine,60
bottle,54
poster,31
building,25
bus,23
person,22
man,21
clothing,18
woman,9
book,8
vehicle,8
car,7
train,6
traffic sign,5
human body,5
house,5
drink,4
mammal,4
land vehicle,4
beer,4
billboard,3
truck,3
scoreboard,2
tent,2
snack,2
spice rack,2
plant,2
horse,2
office building,2
sports equipment,1
sports uniform,1
door,1
shelf,1
umbrella,1
vegetable,1
baked goods,1
vehicle registration plate,1
window,1
auto part,1
ball,1
pumpkin,1
refrigerator,1
fashion accessory,1
boat,1
office supplies,1
motorcycle,1
bookcase,1
cake,1
animal,1
convenience store,1
curtain,1
horn,1
guitar,1
girl,1
flag,1
airplane,1
