object,count
poster,57
book,43
man,25
person,20
building,16
woman,15
clothing,15
bookcase,9
shelf,5
whiteboard,4
billboard,3
bus,3
camera,3
bottle,3
convenience store,3
girl,3
human body,2
mammal,2
beer,2
motorcycle,2
human hair,2
human face,2
human arm,2
plate,2
toy,2
door,2
computer monitor,2
wine,2
boat,2
sports equipment,1
snack,1
sombrero,1
shotgun,1
umbrella,1
sports uniform,1
suit,1
sun hat,1
shirt,1
television,1
traffic sign,1
truck,1
table,1
airplane,1
pumpkin,1
platter,1
mobile phone,1
medical equipment,1
laptop,1
human hand,1
handgun,1
furniture,1
fedora,1
drink,1
cart,1
car,1
bronze sculpture,1
boy,1
bicycle,1
human head,1
