object,count
poster,103
man,57
book,54
building,50
clothing,39
woman,29
person,25
girl,15
bottle,10
bus,10
snack,10
toy,9
drink,9
car,9
land vehicle,9
billboard,8
whiteboard,8
convenience store,6
box,6
human body,6
shelf,6
boy,5
mobile phone,5
house,4
truck,4
baked goods,4
television,4
fast food,4
train,4
sports uniform,4
plant,3
vehicle,3
laptop,3
suit,3
human hair,3
door,3
bicycle,3
fashion accessory,2
dairy,2
sculpture,2
scoreboard,2
cat,2
food,2
coin,2
submarine sandwich,2
bookcase,2
computer monitor,2
table,2
motorcycle,2
skyscraper,2
christmas tree,2
mammal,2
umbrella,2
dessert,2
balloon,2
van,2
auto part,1
wheel,1
calculator,1
strawberry,1
bathroom accessory,1
tin can,1
beer,1
traffic sign,1
suitcase,1
taxi,1
boat,1
tent,1
salad,1
shorts,1
sandwich,1
footwear,1
egg,1
glove,1
hat,1
dress,1
human arm,1
human face,1
apple,1
jacket,1
desk,1
cream,1
musical instrument,1
office building,1
palm tree,1
pen,1
computer keyboard,1
plate,1
refrigerator,1
ring binder,1
airplane,1
