object,count
poster,19
book,15
building,13
man,12
person,11
woman,9
car,4
clothing,4
bus,3
mobile phone,3
girl,3
shirt,2
tin can,2
train,2
fax,2
trousers,2
human body,2
animal,2
airplane,2
convenience store,2
auto part,2
computer monitor,2
beer,2
boy,2
billboard,2
bottle,2
fast food,1
sports uniform,1
window,1
whiteboard,1
vehicle,1
truck,1
toy,1
table,1
suit,1
shelf,1
boat,1
furniture,1
picture frame,1
motorcycle,1
can opener,1
land vehicle,1
human hand,1
cooking spray,1
house,1
drink,1
human arm,1
