object,count
poster,120
bottle,110
man,106
building,74
person,66
clothing,56
book,51
car,50
wine,41
bus,34
woman,33
beer,33
tin can,26
drink,26
girl,18
convenience store,18
house,16
billboard,15
snack,13
traffic sign,13
plant,12
food,12
land vehicle,11
mammal,11
airplane,11
boy,10
table,10
boat,9
sports uniform,8
truck,8
refrigerator,8
human body,8
toy,8
camera,7
train,7
picture frame,6
shelf,6
vehicle,6
spice rack,6
bicycle,6
helmet,6
whiteboard,5
motorcycle,5
human face,5
window,5
television,5
box,5
computer monitor,5
guitar,4
bookcase,4
maple,4
ambulance,4
pastry,4
tire,4
mobile phone,4
door,4
auto part,3
skyscraper,3
office supplies,3
wheel,3
bicycle wheel,3
vegetable,3
home appliance,3
dessert,3
footwear,3
desk,3
tablet computer,2
luggage and bags,2
hat,2
jacket,2
ipod,2
cart,2
seafood,2
coffee cup,2
computer keyboard,2
cabinetry,2
couch,2
weapon,2
scoreboard,2
slow cooker,2
vehicle registration plate,2
fish,2
van,2
tower,2
barrel,2
baked goods,1
stairs,1
sports equipment,1
candle,1
street light,1
suit,1
sunglasses,1
tableware,1
tent,1
backpack,1
umbrella,1
wall clock,1
watercraft,1
apple,1
wine rack,1
skateboard,1
palm tree,1
segway,1
human hair,1
houseplant,1
handbag,1
golf ball,1
fruit,1
fox,1
flag,1
fast food,1
cabbage,1
dairy,1
curtain,1
cookie,1
coffee,1
calculator,1
chicken,1
cattle,1
human arm,1
human hand,1
sculpture,1
bomb,1
saucer,1
rose,1
roller skates,1
remote control,1
red panda,1
balloon,1
personal care,1
penguin,1
parachute,1
candy,1
office building,1
mug,1
muffin,1
lizard,1
laptop,1
lantern,1
