object,count
building,278
poster,137
billboard,107
house,55
man,43
person,37
clothing,34
woman,21
plant,21
mobile phone,20
door,16
computer monitor,14
whiteboard,12
book,11
office building,10
bus,10
land vehicle,9
laptop,8
tent,7
traffic sign,7
convenience store,7
human body,7
window,7
girl,7
scoreboard,6
table,6
boat,6
mammal,6
suit,5
television,5
toy,5
airplane,5
car,5
furniture,4
shelf,4
box,4
cookie,4
desk,4
tablet computer,4
watercraft,4
ipod,3
corded phone,3
cake,3
snack,3
tower,3
houseplant,3
picture frame,3
vehicle,3
office supplies,2
cart,2
dress,2
skyscraper,2
bookcase,2
auto part,2
rose,2
bicycle,2
porch,2
sculpture,1
truck,1
baked goods,1
street light,1
bear,1
balloon,1
ball,1
boy,1
dog,1
pumpkin,1
calculator,1
door handle,1
fashion accessory,1
fast food,1
flag,1
fruit,1
giraffe,1
digital clock,1
animal,1
dairy,1
human face,1
human hair,1
curtain,1
christmas tree,1
cat,1
palm tree,1
pencil case,1
dinosaur,1
helicopter,1
