object,count
poster,30
car,24
camera,23
book,20
watch,20
computer monitor,19
building,16
mobile phone,15
auto part,12
calculator,11
land vehicle,10
digital clock,9
person,9
man,8
clothing,7
laptop,7
woman,7
scale,6
shelf,5
remote control,4
billboard,4
vehicle,4
tablet computer,4
cassette deck,3
toy,3
bottle,3
wheel,3
plant,2
bookcase,2
ipod,2
closet,2
convenience store,2
food,2
television,2
house,2
girl,2
telephone,1
sombrero,1
tin can,1
tower,1
sun hat,1
snack,1
slow cooker,1
whiteboard,1
skyscraper,1
van,1
truck,1
wine,1
table,1
animal,1
plastic bag,1
desk,1
banana,1
beer,1
box,1
boy,1
bronze sculpture,1
bus,1
coffeemaker,1
computer keyboard,1
drink,1
personal care,1
fashion accessory,1
fountain,1
giraffe,1
glasses,1
goggles,1
human arm,1
office building,1
penguin,1
human body,1
