object,count
poster,26
building,15
car,12
man,12
clothing,10
woman,9
person,9
parking meter,8
billboard,7
mammal,4
house,4
window,3
convenience store,3
scoreboard,3
television,3
sports uniform,3
suit,2
book,2
laptop,2
whiteboard,2
girl,2
cabinetry,2
corded phone,2
bus,2
tablet computer,1
taxi,1
telephone,1
vehicle registration plate,1
wine,1
van,1
tin can,1
tire,1
wheel,1
beer,1
snack,1
skyscraper,1
remote control,1
mug,1
land vehicle,1
human body,1
houseplant,1
flowerpot,1
computer monitor,1
coffee cup,1
cart,1
bottle,1
mobile phone,1
