object,count
poster,79
book,55
building,25
clothing,21
man,15
car,12
woman,11
person,11
land vehicle,9
bus,9
shelf,6
bookcase,6
bottle,5
truck,5
plant,5
house,4
mobile phone,4
box,4
table,4
boy,3
billboard,3
flower,2
laptop,2
toy,2
girl,2
aircraft,2
barrel,2
convenience store,2
footwear,1
balloon,1
sculpture,1
beer,1
shirt,1
strawberry,1
teddy bear,1
traffic sign,1
sandal,1
animal,1
van,1
vehicle registration plate,1
volleyball,1
wall clock,1
window,1
wine,1
scale,1
bicycle,1
fashion accessory,1
human body,1
guitar,1
hand dryer,1
helicopter,1
alarm clock,1
horse,1
drink,1
human head,1
boat,1
drawer,1
dairy,1
chest of drawers,1
office building,1
palm tree,1
candy,1
high heels,1
