object,count
building,355
poster,103
house,95
man,38
billboard,27
person,26
book,23
clothing,22
car,20
window,19
convenience store,17
woman,16
door,13
land vehicle,9
mobile phone,7
plant,7
human body,7
van,6
mug,6
table,6
boat,6
toy,6
bottle,5
bookcase,5
shelf,5
computer monitor,5
spice rack,5
bus,5
girl,5
tablet computer,5
boy,4
coffee cup,4
truck,4
guitar,3
picture frame,3
candy,3
motorcycle,2
tin can,2
train,2
balloon,2
plastic bag,2
vehicle,2
office building,2
tent,2
palm tree,2
cart,2
cattle,2
dress,2
auto part,1
cookie,1
drum,1
drink,1
television,1
cosmetics,1
tire,1
tower,1
traffic sign,1
musical keyboard,1
computer keyboard,1
clock,1
umbrella,1
wheel,1
baked goods,1
wine,1
swim cap,1
surfboard,1
suit,1
platter,1
mammal,1
box,1
bicycle,1
jacket,1
human hand,1
human arm,1
plate,1
porch,1
street light,1
houseplant,1
refrigerator,1
bicycle wheel,1
skyscraper,1
snack,1
handgun,1
stop sign,1
aircraft,1
