object,count
poster,131
man,56
building,52
traffic sign,46
clothing,43
book,26
person,25
truck,25
house,25
plant,24
woman,21
bus,20
car,19
billboard,14
land vehicle,13
train,10
boat,9
bottle,8
mammal,8
girl,7
human body,7
skyscraper,6
beer,6
backpack,5
tower,5
picture frame,4
mobile phone,4
sports uniform,4
ambulance,4
boy,4
vehicle,4
van,3
vehicle registration plate,3
airplane,3
bicycle,3
helicopter,3
drink,3
shelf,2
christmas tree,2
human arm,2
tin can,2
flag,2
box,2
bookcase,2
office building,2
jacket,2
human face,2
luggage and bags,2
wheel,2
human hand,2
wine,1
table,1
taxi,1
television,1
tent,1
animal,1
canoe,1
belt,1
traffic light,1
whiteboard,1
suit,1
bicycle wheel,1
watercraft,1
swim cap,1
horse,1
castle,1
snowmobile,1
human head,1
goose,1
glove,1
glasses,1
furniture,1
flower,1
monkey,1
necklace,1
office supplies,1
palm tree,1
fish,1
porch,1
dress,1
ruler,1
scoreboard,1
skateboard,1
snack,1
lobster,1
