object,count
poster,36
bottle,22
book,20
man,19
clothing,13
plant,13
building,13
billboard,9
person,9
drink,8
wine,8
juice,5
train,4
bus,4
land vehicle,3
tent,3
human body,3
shelf,3
bookcase,3
mobile phone,3
jacket,3
mammal,2
table,2
sculpture,2
tin can,2
truck,2
beer,2
woman,2
convenience store,2
box,2
car,2
cat,2
canoe,1
television,1
bronze sculpture,1
boy,1
tower,1
traffic sign,1
hiking equipment,1
sports uniform,1
boot,1
van,1
vehicle,1
vehicle registration plate,1
wheel,1
whiteboard,1
window,1
binoculars,1
suitcase,1
skyscraper,1
snack,1
drum,1
guitar,1
human face,1
ipod,1
furniture,1
food,1
flower,1
door,1
house,1
palm tree,1
peach,1
coat,1
cheese,1
chair,1
ski,1
airplane,1
