object,count
poster,50
book,28
clothing,20
man,18
building,18
bottle,17
person,13
woman,11
shelf,9
boy,7
wine,7
drink,7
mammal,7
plant,7
bookcase,7
billboard,6
snack,5
girl,4
car,4
vehicle registration plate,3
whiteboard,3
tin can,3
land vehicle,3
boat,3
human body,2
auto part,2
food,2
sculpture,2
house,2
van,2
dessert,2
cosmetics,2
convenience store,2
window,2
cake,2
beer,2
pastry,2
refrigerator,1
spice rack,1
palm tree,1
vegetable,1
vehicle,1
personal care,1
wine rack,1
airplane,1
office building,1
curtain,1
barrel,1
bus,1
camera,1
cart,1
castle,1
cat,1
computer monitor,1
countertop,1
door,1
mobile phone,1
drum,1
face powder,1
fashion accessory,1
flag,1
flower,1
hat,1
human head,1
laptop,1
furniture,1
