object,count
poster,165
book,96
building,85
man,72
person,61
clothing,58
woman,50
car,30
girl,29
house,18
mobile phone,18
plant,17
television,16
bottle,16
land vehicle,16
billboard,15
computer monitor,14
box,13
tablet computer,12
human body,12
boy,11
convenience store,10
laptop,9
mammal,9
drink,8
human face,8
shelf,8
bookcase,8
truck,8
cosmetics,7
snack,7
food,7
table,7
bus,7
picture frame,6
stop sign,6
beer,6
toy,6
whiteboard,5
van,5
office building,5
train,5
tin can,5
remote control,4
scoreboard,4
window,4
airplane,4
boat,4
dress,4
motorcycle,3
jacket,3
auto part,3
fashion accessory,3
office supplies,3
camera,3
computer keyboard,3
suit,3
doll,3
flag,2
sandwich,2
mug,2
stairs,2
cat,2
sports uniform,2
sunglasses,2
bicycle,2
bed,2
barrel,2
vehicle,2
wine,2
dessert,2
coffee cup,2
infant bed,2
human head,2
furniture,2
fast food,2
human arm,2
juice,2
home appliance,2
golf ball,2
human hair,2
tent,1
guitar,1
ladder,1
calculator,1
tool,1
handbag,1
swimming pool,1
helicopter,1
helmet,1
tire,1
baseball glove,1
belt,1
traffic sign,1
umbrella,1
french fries,1
footwear,1
waste container,1
wheel,1
wheelchair,1
balloon,1
ball,1
wine glass,1
cart,1
skyscraper,1
envelope,1
flower,1
kitchen utensil,1
lizard,1
lobster,1
desk,1
couch,1
jeans,1
cooking spray,1
parking meter,1
pastry,1
personal care,1
coffeemaker,1
plastic bag,1
castle,1
plate,1
platter,1
coat,1
potato,1
power plugs and sockets,1
christmas tree,1
rose,1
ruler,1
egg,1
cheetah,1
door,1
ice cream,1
